feature,mean,std
net_weight_oz,28.746923844837422,29.341893496437123
nutrition_score,51.077010838562465,26.33465332578105
price_relpos,0.44389411589245387,0.23518228749052514
dim_length,5.040387906446092,3.259990780139065
dim_width,7.365259555048488,3.8008571507288624
dim_height,5.543268682258984,2.7171161802306147
