proporcion,split,seed,bought_rate
70/15/15,valid,177,0.13392250169952413
70/15/15,test,177,0.1332020997375328
70/15/15,valid,178,0.12987012987012986
70/15/15,test,178,0.1341874578556979
70/15/15,valid,179,0.1291834002677376
70/15/15,test,179,0.12924281984334204
70/15/15,valid,180,0.13776881720430106
70/15/15,test,180,0.13143989431968295
70/15/15,valid,181,0.13598326359832635
70/15/15,test,181,0.12871927554980594
70/15/15,valid,182,0.12424037812288993
70/15/15,test,182,0.13324538258575197
70/15/15,valid,183,0.13734466971877043
70/15/15,test,183,0.1251700680272109
70/15/15,valid,184,0.13010899182561309
70/15/15,test,184,0.1333780160857909
70/15/15,valid,185,0.13020833333333334
70/15/15,test,185,0.1330671989354624
70/15/15,valid,186,0.12719606465214336
70/15/15,test,186,0.125
70/15/15,valid,187,0.1330671989354624
70/15/15,test,187,0.12905360688285902
70/15/15,valid,188,0.13247588424437298
70/15/15,test,188,0.13524317121918722
70/15/15,valid,189,0.12780421481985044
70/15/15,test,189,0.13553607552258934
70/15/15,valid,190,0.13101604278074866
70/15/15,test,190,0.13266666666666665
70/15/15,valid,191,0.1297016861219196
70/15/15,test,191,0.13557046979865772
70/15/15,valid,192,0.13709677419354838
70/15/15,test,192,0.12903225806451613
70/15/15,valid,193,0.12305611899932387
70/15/15,test,193,0.12584118438761777
70/15/15,valid,194,0.13709677419354838
70/15/15,test,194,0.12574850299401197
70/15/15,valid,195,0.1259016393442623
70/15/15,test,195,0.12834224598930483
70/15/15,valid,196,0.12835625409299278
70/15/15,test,196,0.13270142180094788
70/15/15,valid,197,0.12981744421906694
70/15/15,test,197,0.13066666666666665
70/15/15,valid,198,0.12393442622950819
70/15/15,test,198,0.1337448559670782
70/15/15,valid,199,0.1291348600508906
70/15/15,test,199,0.126514131897712
70/15/15,valid,200,0.13058186738836267
70/15/15,test,200,0.1294672960215779
70/15/15,valid,201,0.13082191780821917
70/15/15,test,201,0.13249835201054713
70/15/15,valid,202,0.12888601036269431
70/15/15,test,202,0.13285340314136126
70/15/15,valid,203,0.13802083333333334
70/15/15,test,203,0.12516297262059975
70/15/15,valid,204,0.12975098296199214
70/15/15,test,204,0.1302887844190732
70/15/15,valid,205,0.133377135348226
70/15/15,test,205,0.12533333333333332
70/15/15,valid,206,0.12348048624440179
