seed,n_params,best_epoch,best_valid_pr_auc,best_valid_roc_auc,best_train_pr_auc,best_pr_auc_gap,variant
0,76865,8,0.716820894178662,0.960840132610724,0.7416283558726235,0.0248074616939615,con_positional_encoding
1,76865,4,0.7076849655998859,0.9589224386079844,0.7046530004839684,-0.0030319651159175,con_positional_encoding
2,76865,10,0.7478955101108228,0.9670021638576222,0.7623293814112594,0.0144338713004366,con_positional_encoding
0,76865,15,0.719415673689483,0.96174537946916,0.8823274337583884,0.1629117600689054,sin_positional_encoding
1,76865,15,0.7192269406726596,0.963023842137653,0.8778612259467101,0.15863428527405055,sin_positional_encoding
2,76865,18,0.7205236127843798,0.9612768745161098,0.9200822452729607,0.19955863248858086,sin_positional_encoding
