seed,n_params,best_epoch,best_valid_pr_auc,best_valid_roc_auc,best_train_pr_auc,best_pr_auc_gap
0,9889,20,0.6948821762061539,0.9523713100271972,0.7927184755942731,0.09783629938811922
1,9889,20,0.6887505262820022,0.9593988843229507,0.7690366487572088,0.08028612247520661
2,9889,19,0.6803621071619219,0.9604788279435411,0.7489801473753639,0.06861804021344198
