seed,n_params,best_epoch,best_valid_pr_auc,best_valid_roc_auc,best_train_pr_auc,best_pr_auc_gap
0,76940,13,0.709695046752205,0.9661167689039764,0.7816706239088146,0.07197557715660963
1,76940,10,0.6994325651366176,0.9660016278561928,0.7369349132582416,0.03750234812162401
2,76940,10,0.743895276203168,0.9692493994798801,0.7707479004923081,0.026852624289140148
