seed,n_params,best_epoch,best_valid_pr_auc,best_valid_roc_auc,best_train_pr_auc,best_pr_auc_gap
0,9889,19,0.6604677314276429,0.9400353363905265,0.7749599758728217,0.1144922444451788
1,9889,15,0.7062743397335521,0.9617493498501182,0.7298966888278117,0.02362234909425953
2,9889,18,0.6969323750038396,0.9596768109900146,0.7335129310431883,0.03658055603934862
