split,n_queries,btr_real_medio,btr_pred_medio,mae,sesgo,correlacion,correlacion_rangos
valid,302,0.13232418795332704,0.13546027,0.06698684722983594,0.0031360843163372077,0.7639869897121274,0.7422695100815488
