epoch,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.1600281612504501,0.6235715566281425,0.9467154635842617,0.15583562092962508,0.6657757187915051,0.9502828896432612
2,0.1569021119392401,0.6902642592019191,0.9602631096567149,0.15492542416295,0.7034082748582915,0.9576598574633236
3,0.1510250508292226,0.6947149133700057,0.9622401794397384,0.1507072888503724,0.7034416916517606,0.9610902666110814
4,0.1487762392442769,0.7079029804638275,0.9640839697069025,0.15011551898614428,0.7044362793282422,0.9624322553749032
5,0.14513216167263351,0.714835421191365,0.9651649243710985,0.14505720837849959,0.7119081546706159,0.9646914021400355
6,0.14824604824890902,0.732978711826829,0.9680049699895344,0.15089777225407167,0.6711931754243358,0.9614833343259286
7,0.14429856635761887,0.7450771593423098,0.9678559786608298,0.14570022874744298,0.715944101326908,0.9667639410001388
8,0.1405973525359776,0.7320696655148936,0.968062218778867,0.14573838976578654,0.6969333724295188,0.9628650268993311
9,0.13602840897020993,0.7573467685796448,0.9707870444364379,0.14665774917491128,0.6978436808092796,0.963464554423997
10,0.13428844241621965,0.7835622584586502,0.9722027329524573,0.14457572986668993,0.7132404116343488,0.9645008238540488
11,0.1351135310340254,0.7793126436989954,0.9722491460087931,0.14621489303054733,0.6906663952917864,0.9634685248049549
12,0.13394220199710086,0.7988780992500703,0.9752204845920391,0.1473215451148228,0.7135041501602423,0.9631072201377723
13,0.1299505895774023,0.8090154115946963,0.974846651803653,0.14986434606748206,0.6891922900830868,0.9632700057570523
14,0.13152235910440946,0.8054696170281648,0.9748645307630974,0.14510556954010148,0.7314760842099431,0.9651281440454211
15,0.1325762354377264,0.7981920798628332,0.973453176540277,0.15404098376492473,0.6946737470559842,0.9623846108034064
16,0.12421782922979362,0.8237460152596955,0.9773625284099374,0.1529541331155596,0.6823288873808356,0.9630635459472336
17,0.11886612719049199,0.8501875009933237,0.979911273406312,0.15653743231805844,0.7024027470300973,0.9618724316598177
18,0.1252491239626205,0.8376306594344451,0.9786145973577065,0.17647079956308703,0.6839577353013399,0.9629285529946598
19,0.11526350888672789,0.8625403801993111,0.9817134363992137,0.16333033779116277,0.6958394312358019,0.9605542651817442
20,0.1169006998921148,0.8677577574943699,0.9818961990957581,0.15655527424032442,0.694935487301783,0.9633652949000455
