epoch,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.3850366134202895,0.16745507309971008,0.5805723434168859,0.38462236750428286,0.14785827963978587,0.5579099914636809
2,0.37840925197021935,0.3043208902577442,0.7391506771881635,0.37861747639838145,0.2615088509353022,0.713656125305223
3,0.3555256311919304,0.4347572805813273,0.8409066077202791,0.3584511956481017,0.3899143285069085,0.8200305719333769
4,0.24433401580613065,0.6006519777492273,0.9214078867882617,0.2440790691585821,0.5929390637295728,0.9217279097929447
5,0.1910236671065441,0.6532034554036081,0.9457364551080096,0.1874289451756369,0.6472739906645225,0.9437198499195998
6,0.17344526019153497,0.6615738868670569,0.9499492075015779,0.17355487596129227,0.6620515422410457,0.9459035594465289
7,0.16065826695848043,0.6696352776087202,0.9530626747826306,0.16370193262364421,0.6641496800161203,0.9466619022095171
8,0.15496891284764186,0.6792217960450367,0.9564488413441004,0.15869375046725584,0.6701027166877626,0.9490520715462648
9,0.1513493610827568,0.6902062055720427,0.9594898898096252,0.15674166594232833,0.6675356083898668,0.9509816766918786
10,0.15093384316765915,0.7008162669811756,0.9619732592169195,0.15643323142235682,0.6623533936598403,0.9521727909792944
11,0.1469055599338044,0.7106863660099484,0.9640535393567367,0.15590697182752739,0.6615952505746326,0.9531693565997658
12,0.1488432505949524,0.7212639808858001,0.9655226841555398,0.15692949805344059,0.6703330674179279,0.9550473467929248
13,0.1444765936117885,0.7267570878250672,0.966668743515491,0.15630647653492494,0.6687466716360584,0.9557898080320806
14,0.14133286923255092,0.7377929714985217,0.967799632849247,0.15439146876494303,0.6749003948188553,0.9567268179381812
15,0.14066014164305385,0.7423452668640558,0.9686054501931018,0.1566436282882544,0.6718401467379838,0.9566275584142299
16,0.13853466382842028,0.7499263162425851,0.9692778074255474,0.15481255936606703,0.6797848766489534,0.9580013102257161
17,0.1372089536443004,0.7570611589424108,0.9700689965298567,0.15496722960941622,0.6839250598444163,0.9585770154646338
18,0.13601811762731278,0.7616406941852052,0.9707249195672569,0.15803138201481828,0.6818972098789887,0.9583149703214023
19,0.13674891203284875,0.7667781595555156,0.9715515053993554,0.15871997051269254,0.6836490090905352,0.9584936374645147
20,0.13329688916530055,0.7690366487572088,0.97176623350824,0.15786967363870033,0.6887505262820022,0.9593988843229507
