epoch,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.17297309612843628,0.6782683749068336,0.9516887038386487,0.16994125641713315,0.683756279245892,0.9427748992515831
2,0.14822162043449882,0.7329662095246487,0.9656173162237109,0.14962204128941484,0.6875627581150977,0.9570007742242868
3,0.14486375159950032,0.741888481020336,0.9691349563455407,0.14486841886280694,0.7019945880319318,0.9661465467611617
4,0.14027649228377675,0.7636852088542648,0.9718037973826287,0.14010431653308933,0.7063771618616463,0.9685069382407242
5,0.133480997372544,0.7805861282944376,0.9744697488909175,0.139181030130832,0.7287416950178728,0.969027058146229
6,0.13872751696869365,0.7892797633046427,0.9749586210446188,0.14721828606601392,0.704448410059043,0.9674547872868401
7,0.12903284182887859,0.7948369046110679,0.9757238043897362,0.1405190150035876,0.7409149329201259,0.9707541738629822
8,0.12323143391849242,0.8326999673189569,0.9797281495186677,0.13612087686684166,0.7531450381269138,0.9720763107220137
9,0.11650620379654666,0.8488407673393956,0.9816681069161776,0.13834736157999497,0.7629484076798232,0.9731562543426042
10,0.11255933893913551,0.8653193524096227,0.9833707617610595,0.13223549224267178,0.7852408712717328,0.9749508665356441
11,0.10916405818459651,0.8731583144597443,0.9843728864677046,0.13593195012717127,0.7745542297053511,0.9731125801520656
12,0.10630616104932629,0.8799189748850025,0.9849276759971357,0.14083383667055213,0.788360790486034,0.9723899708177
13,0.09944889879335489,0.8808069708935746,0.9858037450099191,0.15642348158661928,0.8039645439699943,0.9726321640561413
14,0.09772566994954977,0.8997195845234307,0.9872234066280372,0.14120454433683718,0.7998682569882749,0.9740575308200822
15,0.09150372743521563,0.9165258289997378,0.9896410392551519,0.15639184781403662,0.7993217583024458,0.972171599865007
16,0.08920711723485132,0.9147752013672938,0.9894971046018456,0.15930229164809187,0.817992182440672,0.9752446747265401
17,0.09231029147429937,0.9205523745032537,0.9893975964538259,0.15052942851078366,0.826697239018279,0.9748793996783991
18,0.08601025392923502,0.9306911845590803,0.9912416576143147,0.1577223416800811,0.7806811646422378,0.9715958946260894
19,0.08083641971315375,0.9333086206977835,0.9917632175625559,0.16118178702642189,0.8034166838223304,0.9718936731979433
20,0.07507504568914991,0.9389648334992093,0.9926353134732407,0.17777625987622067,0.819838141016344,0.9728068608182955
