epoch,train_loss_running,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.3852387692713425,0.2515795743268215,0.6373561857895498,0.9387844294128747,0.2456979437647897,0.6694509210214329,0.9340718241915312
2,0.16642761303146975,0.1512493023184525,0.7147318096534437,0.9624339584648296,0.1512959593427038,0.6661382008598666,0.9503186230718838
3,0.15123926562985487,0.14850869416527523,0.7272695418854521,0.9658817081088306,0.14889704768305945,0.6669134170708515,0.9544795823159233
4,0.14955529426073116,0.1465564012459463,0.7313688727779818,0.9665345610218817,0.15031945012082085,0.6716865320161522,0.9579020507017648
5,0.14727275019125877,0.1447887463028677,0.7362098812206417,0.9674725743082965,0.1524685354672064,0.6876598363495395,0.9582871776546961
6,0.1457708579595947,0.14135099113990562,0.745755259104859,0.9687130851408692,0.14629090320721805,0.690565446398394,0.9614118674686837
7,0.14167611259718452,0.13753552966912133,0.7639424945426309,0.9712880164919856,0.14948222170445885,0.6815190478591486,0.9608718956583884
8,0.14069590858235334,0.1357104124228273,0.7860132943058765,0.9739770842306674,0.1481048610205644,0.6872604589475589,0.9631072201377723
9,0.13731388044285897,0.13349155402496346,0.7902283191833572,0.9752862213722192,0.15174140021185054,0.6887526024512419,0.9614078970877256
10,0.133582860579915,0.12514028584300893,0.8104156227139432,0.9777363611983236,0.1530240688507802,0.6885218410368606,0.9622377067079586
11,0.1266348182866047,0.1254190040387838,0.821638748044773,0.9792141745835241,0.14941194622674198,0.7020102811081819,0.9660810354753537
12,0.12523572123091492,0.1170917993833253,0.829172718943802,0.9798442724572825,0.15804701071675215,0.70528822472542,0.9655569451888909
13,0.1218164312927912,0.11676600773080852,0.8501448737510681,0.9820244219362191,0.146686240573114,0.7077782078838942,0.9671609790959443
14,0.11464239079749591,0.10760067123654089,0.8643152945655518,0.9842775320173336,0.1510341153623106,0.7322930902743744,0.9686339904313819
15,0.1130065740693384,0.1149960795021098,0.8731189088192006,0.9842536934047408,0.15587573188129508,0.7159861132709555,0.966243821094634
16,0.10824462955873895,0.09797619131467578,0.8779341753465397,0.9856838295647558,0.16727278618333496,0.7244354223672822,0.9660016278561928
17,0.10094558127985229,0.09565598847045942,0.8996949819342273,0.9885162901700939,0.1843789293367331,0.7446264366695712,0.9656839973795486
18,0.0986546910810457,0.0934818971092471,0.9048167530465774,0.9889372583970159,0.16906316405303964,0.746455767070249,0.9660611835705636
19,0.09292736801244977,0.08333905560803359,0.9266614589100052,0.991161834381239,0.17528775303521366,0.7502510612325608,0.9659579536656542
20,0.0894305004998064,0.07578869143164096,0.9383227812699404,0.9927303067325117,0.18352115056782126,0.746362820635065,0.9639052667103408
