epoch,train_loss,valid_loss,valid_pr_auc,valid_roc_auc
1,0.4006620773368744,0.38535696634144906,0.19453887148003063,0.6087348381077164
2,0.2476720837307738,0.1535746069831428,0.6918653980061246,0.9496118952613504
3,0.15187729614602452,0.1500968556100122,0.6918924380162145,0.9527683481230024
4,0.15004041411845398,0.14880918132486903,0.694312105412886,0.9535822762194032
5,0.1480802252115145,0.14900909835728848,0.6997670730703004,0.9545192861255037
6,0.1443342691020699,0.14742830698098613,0.710455515120867,0.9562146387945923
7,0.1454586795633749,0.1505249233167862,0.6888038701506076,0.9538522621245509
8,0.142021259119765,0.1499783282027703,0.6877816386068953,0.955511881365017
9,0.14063316813993645,0.14768413230478367,0.6987708459735733,0.9578186727016458
10,0.13878203033805914,0.15345004899240783,0.6973644820961346,0.9623885811843647
11,0.13695558971904442,0.15588413663357695,0.6950597615732852,0.9572191451769797
12,0.13373976842172475,0.1592463441441788,0.7041157766671907,0.9597006332757627
13,0.13142840281188387,0.15160269340940408,0.7064406518635746,0.9648581581402736
14,0.12612711931900236,0.15878855259977132,0.7048723523403001,0.966914815476545
15,0.12645794466749913,0.150114022941392,0.7188232199965316,0.9677366843348619
16,0.12018495563500552,0.1514029392651786,0.740033241524159,0.9681376928116253
17,0.11724374799033403,0.14934645927398005,0.7208379343804825,0.9688960355746133
18,0.11283113822315465,0.15165511205374638,0.724425720901327,0.9677366843348619
19,0.11226107815946773,0.14467714113172128,0.7338868230563408,0.968415619478689
20,0.1047211332502735,0.16899011585518262,0.7350336496179573,0.9649216842356025
