epoch,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.37582916561971036,0.31021410202630917,0.7210601500568423,0.3770158054911406,0.2609956609817212,0.6835288745955175
2,0.1614348780697438,0.6696215434465408,0.9520157623795992,0.15731015463219147,0.6683606450154443,0.9418736227741052
3,0.15044893572161147,0.7204840386750629,0.9615469634212743,0.15066388910897424,0.6844288553913024,0.9482937287832767
4,0.1478631816553648,0.7303542994114508,0.9644233990430242,0.14965590872417622,0.6900608131986053,0.950552875548409
5,0.14809393554636907,0.729002560777783,0.964663410528901,0.1529017189773762,0.6832731757765392,0.9509856470728366
6,0.14464782935360534,0.73757860357895,0.9661058271863123,0.14897909414306662,0.6976511452112513,0.9522601393603717
7,0.14166441810127672,0.7429928808584105,0.9669428875603077,0.14779070019721985,0.6921275134668625,0.9558970083179481
8,0.1405069498813839,0.7542894303712429,0.968575110140711,0.1476088066166329,0.7036358201480619,0.9567982847954263
9,0.139140320709108,0.7670177997428665,0.970432715967446,0.14746170060259,0.7064093267742049,0.9575645683203303
10,0.1371074556981368,0.7799875470972358,0.9720441700596055,0.14677904898397753,0.7125917075981293,0.9598435669902526
11,0.13554665770570823,0.7960556832284695,0.9743998584130888,0.14787474156261604,0.715292976584808,0.9602723681337223
12,0.13555876501393332,0.811663754897756,0.975536346208893,0.1471350649309572,0.735340275283095,0.9649574176642248
13,0.13389030849923425,0.7999742538121452,0.9741546096562635,0.14900689724290642,0.7377621453990152,0.9636988069005221
14,0.125656941224525,0.8385215614466442,0.9789452678096561,0.142943225074833,0.7450823788470299,0.9654537152839815
15,0.1258783482920423,0.8526330680532005,0.9805771291989593,0.14412777952461917,0.7664060783676727,0.9678081511921068
16,0.12135503612802971,0.8550533934789649,0.981008752563328,0.1388571482793352,0.7735449172063986,0.9706271216723245
17,0.1172987414780033,0.8590494412298277,0.981745401811554,0.14020567792200436,0.7770327141679599,0.9702697873860997
18,0.11886567264557293,0.8601495157485827,0.9824984852548249,0.14213064887892898,0.7916389840948979,0.9722073332936295
19,0.11610237418058186,0.8711676588418892,0.9839064081621964,0.14383161004299475,0.7931089347468153,0.9710956266253747
20,0.11209826350331102,0.874841412337694,0.9831600970520484,0.151886395712163,0.7778170234802942,0.9685426716693467
