epoch,train_loss_running,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.4131758659143007,0.38377149973470553,0.17035315449476046,0.5927366275767598,0.3832833610166695,0.18003962409251356,0.5649812399499732
2,0.3072785027898929,0.17350648757956466,0.709163166760695,0.9560621862716682,0.17345141652270216,0.652515441737262,0.9447759712544418
3,0.1554308162627054,0.14988828961739048,0.7374579263351261,0.9647025997632392,0.1524511601263595,0.6714561774121306,0.9495761618327279
4,0.15073780291296723,0.14616914331079958,0.7453293034413383,0.9659098810146218,0.1497068403460314,0.6780124330029457,0.9527564369801282
5,0.147205161533217,0.14213574472846674,0.7513775420230528,0.9672632640659102,0.1494417233126504,0.6814723459925538,0.9522641097413297
6,0.14405161924383944,0.13843472023997658,0.7544081487808826,0.9686702839955321,0.15485933594137072,0.6866429961448184,0.953574335457487
7,0.14068295738218312,0.1371395626130338,0.7665860781088603,0.9702328869914315,0.15076718952889753,0.6994123907650309,0.955809659936871
8,0.14022893450104434,0.1333673131284004,0.7774617083304571,0.9724884351124704,0.15068563946257924,0.6907794502746123,0.9565799138427331
9,0.13644309239902974,0.1295793862961322,0.7958357846437072,0.9749774029818131,0.15309355008068964,0.7054797890341818,0.960312071943303
10,0.13284055556288055,0.1272608240544626,0.8072615553400156,0.9770049492210462,0.14778752172383192,0.718907950085951,0.9649693288070992
11,0.12747022217161916,0.1380745868341486,0.8195094878531551,0.9780762420233203,0.15646147506139943,0.7064040658389195,0.964135548805908
12,0.12607723474502563,0.11689438581194662,0.8397739488323384,0.9807575441533545,0.15639551116205822,0.7187120350953413,0.9629325233756179
13,0.1225064089314569,0.11932284463169367,0.8484299730718827,0.981535007995868,0.1467551460691065,0.7237267844644765,0.9678438846207293
14,0.11968643235704658,0.11119338096939219,0.8607886840098237,0.9832878684036347,0.15121558244938207,0.7279608986960916,0.9668274670954679
15,0.11490612707424354,0.10507322498902687,0.874271173894203,0.9853961408536932,0.16477349291099247,0.7354357542803047,0.9656998789033808
16,0.1111806939821956,0.10289590416451692,0.8815536598034064,0.9859541811030234,0.16168183487192175,0.7088845116444856,0.9651122625215889
17,0.1066262158015355,0.09683796928752442,0.8948448630030883,0.9875582307776354,0.16002906107894568,0.7268328529135929,0.9656998789033808
18,0.10565970637461014,0.09655883474327534,0.8991411272966722,0.9881619617011017,0.171642995823687,0.7217391135712201,0.9668155559525936
19,0.10091600459147643,0.09109264297258901,0.9229279481346556,0.9906479497438704,0.16239555546136022,0.7321114976853116,0.964218926806027
20,0.09724045667693197,0.08720453891901037,0.9172545712425129,0.9899941035552943,0.18849936159494246,0.7257854098013461,0.9576201536537431
