epoch,train_loss_running,train_loss,train_pr_auc,train_roc_auc,valid_loss,valid_pr_auc,valid_roc_auc
1,0.5241029961783751,0.39676041009422036,0.13754318708418428,0.4953088499946273,0.3968075622465009,0.11612085819748146,0.4717765469596808
2,0.38931464271686855,0.38201691370927054,0.15896600988650955,0.5673077808689716,0.3850476885828698,0.13473835530999195,0.5119845949218828
3,0.38066840987850176,0.37895045667053695,0.1709983615881005,0.6040092212087803,0.3838966020118092,0.14466432689042308,0.536914616957497
4,0.37911477224254225,0.3772289353612485,0.1753002269519756,0.6135099016025146,0.38396248316892156,0.14837617701645975,0.5420562602981757
5,0.378529537747536,0.37610764173324357,0.17765730938063382,0.6190383828752075,0.383677920050551,0.15437122552425644,0.5499057034522462
6,0.3781000906341224,0.3749725244688566,0.1826858402127679,0.6281096070511727,0.3837644168945435,0.1534219495555531,0.5480197724971712
7,0.37628368002240886,0.3739803440898606,0.1860150732338011,0.6328692930677495,0.38384486720940775,0.1584581682313967,0.551767812121573
8,0.3753576001744235,0.37292765086879065,0.18966093072796397,0.6383258973115644,0.3838732252531599,0.15790005383950997,0.5537450618386834
9,0.37509800795480586,0.37200239062717283,0.19488043701719773,0.6444192814644856,0.38369995888785147,0.16198390684247824,0.5565322692712366
10,0.3740211478044017,0.3708963610244627,0.19820266898553665,0.648894168298799,0.3837120784856926,0.16330778225156545,0.5600579675619876
11,0.37399421911952296,0.36988638491883524,0.204243408531426,0.6532834528424385,0.3840330265392767,0.1645746780977287,0.5615548011831736
12,0.37116819098209286,0.36835012518196736,0.21040967445945125,0.6590554672142324,0.3837872421709654,0.16672731880704952,0.5631310424235205
13,0.36973376863695046,0.36713690621405415,0.21869820176077515,0.6657739828632881,0.3832746277823149,0.1691687569863198,0.5706509439580728
14,0.36981169336262393,0.36553070940294063,0.22452414051033426,0.670957797528911,0.3823232383769408,0.17061126535516313,0.5784289202548984
15,0.36813025105971986,0.3642364127834525,0.2303975853328075,0.6765577946393823,0.383210439946209,0.17089403393048563,0.5756734758700097
16,0.36772802626821427,0.3626793866931406,0.24353110882388493,0.6824302201369455,0.3834489818727063,0.173154954277311,0.5753836380600719
17,0.36522506691698203,0.36118455660458776,0.2507941203590436,0.6879928339685781,0.3833472294228099,0.17308805578728798,0.5760387509181506
18,0.3637510158644359,0.3597200038394993,0.25948796855530426,0.692824848502908,0.38277285336174854,0.17445988394520717,0.58244297540349
19,0.36203327049069317,0.3582808691912628,0.2648086354515108,0.6972266844372688,0.38336698541813125,0.17742398803689594,0.5822921009270839
20,0.3610032271026409,0.35753903313153684,0.2695121693493043,0.7009135425893971,0.38459212554790306,0.17765054618752757,0.5825720127846268
